Namespace(arch='vgg16_bn', baseline=True, batch_size=128, checkpoint=None, data='../data', dataset='cifar10', decreasing_lr='50,100,150', epochs=180, gpu=0, imagenet_arch=False, input_size=32, lr=0.1, momentum=0.9, print_freq=50, prune_type='lt', pruning_times=16, random_prune=False, rate=0.8, resume=False, rewind_epoch=3, save_dir='./runs/vgg16_cifar10_r80_seed1', seed=1, warmup=0, weight_decay=0.0001, workers=4)
setup random seed = 1
Dataset information: CIFAR-10	 45000 images for training 	 500 images for validation	
10000 images for testing	 no normalize applied in data_transform
Data augmentation = randomcrop(32,4) + randomhorizontalflip
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
The normalize layer is contained in the network
Sparse model created !
* remain weight ratio =  20.000001359576423 %
######################################## Start Standard Training ########################################
Running Baseline : True
Epoch = 131 	||	 Train = 99.042 % 	||	 Val = 92.580 % 	||	 Test = 92.000 %
Epoch = 132 	||	 Train = 99.073 % 	||	 Val = 92.500 % 	||	 Test = 91.990 %
Epoch = 133 	||	 Train = 99.000 % 	||	 Val = 92.600 % 	||	 Test = 91.970 %
Epoch = 134 	||	 Train = 99.024 % 	||	 Val = 92.560 % 	||	 Test = 91.970 %
Epoch = 135 	||	 Train = 98.973 % 	||	 Val = 92.660 % 	||	 Test = 91.970 %
Epoch = 136 	||	 Train = 99.060 % 	||	 Val = 92.640 % 	||	 Test = 91.930 %
Epoch = 137 	||	 Train = 99.000 % 	||	 Val = 92.620 % 	||	 Test = 92.010 %
Epoch = 138 	||	 Train = 99.033 % 	||	 Val = 92.640 % 	||	 Test = 91.900 %
Epoch = 139 	||	 Train = 99.053 % 	||	 Val = 92.560 % 	||	 Test = 91.910 %
Epoch = 140 	||	 Train = 99.080 % 	||	 Val = 92.660 % 	||	 Test = 91.880 %
Epoch = 141 	||	 Train = 99.007 % 	||	 Val = 92.640 % 	||	 Test = 91.960 %
Epoch = 142 	||	 Train = 99.047 % 	||	 Val = 92.560 % 	||	 Test = 91.950 %
Epoch = 143 	||	 Train = 99.113 % 	||	 Val = 92.580 % 	||	 Test = 91.910 %
Epoch = 144 	||	 Train = 99.062 % 	||	 Val = 92.540 % 	||	 Test = 91.950 %
Epoch = 145 	||	 Train = 98.984 % 	||	 Val = 92.480 % 	||	 Test = 91.880 %
Epoch = 146 	||	 Train = 99.038 % 	||	 Val = 92.580 % 	||	 Test = 91.950 %
Epoch = 147 	||	 Train = 99.022 % 	||	 Val = 92.580 % 	||	 Test = 91.960 %
Epoch = 148 	||	 Train = 99.031 % 	||	 Val = 92.560 % 	||	 Test = 91.940 %
Epoch = 149 	||	 Train = 98.987 % 	||	 Val = 92.600 % 	||	 Test = 92.020 %
